"ObjectId";"ObjectType";"WebApplicationUrl";"SiteCollectionUrl";"WebUrl";"FullUrl";"ServerRelativeUrl";"Title";"ListTitle";"ItemId";"FileLeafRef";"IsHidden";"IsSystem";"HasUniquePermissions";"InheritsFromUrl";"PrincipalType";"LoginName";"DisplayName";"Email";"SID";"SourceType";"SourceName";"PermissionLevels";"IsLimitedAccessOnly";"IsSiteAdmin";"IsWebAppPolicy";"IsOrphaned";"IsUnresolved";"InheritancePath"
"2275b069-3934-4d38-86d8-3d15eecb35de";"WebApplication";"https://osobiste.test.pl";"";"";"https://osobiste.test.pl";"";"SharePoint - osobiste.test.pl";"";;"";"False";"False";"True";"";"User";"NT AUTHORITY\LOCAL SERVICE";"NT AUTHORITY\LOCAL SERVICE";"";"";"Direct";"Web Application Policy";"Full Read";"False";"False";"True";"False";"False";""
"2275b069-3934-4d38-86d8-3d15eecb35de";"WebApplication";"https://osobiste.test.pl";"";"";"https://osobiste.test.pl";"";"SharePoint - osobiste.test.pl";"";;"";"False";"False";"True";"";"User";"TEST\SP_Search";"Search Crawling Account";"";"";"Direct";"Web Application Policy";"Full Read";"False";"False";"True";"False";"False";""
"2275b069-3934-4d38-86d8-3d15eecb35de";"WebApplication";"https://osobiste.test.pl";"";"";"https://osobiste.test.pl";"";"SharePoint - osobiste.test.pl";"";;"";"False";"False";"True";"";"User";"i:0#.w|test\sp_search";"Search Crawling Account";"";"";"Direct";"Web Application Policy";"Full Read";"False";"False";"True";"False";"False";""
"2275b069-3934-4d38-86d8-3d15eecb35de";"WebApplication";"https://osobiste.test.pl";"";"";"https://osobiste.test.pl";"";"SharePoint - osobiste.test.pl";"";;"";"False";"False";"True";"";"User";"TEST\SP_Farm";"SP_Farm";"";"";"Direct";"Web Application Policy";"Full Control";"False";"False";"True";"False";"False";""
"2275b069-3934-4d38-86d8-3d15eecb35de";"WebApplication";"https://osobiste.test.pl";"";"";"https://osobiste.test.pl";"";"SharePoint - osobiste.test.pl";"";;"";"False";"False";"True";"";"User";"i:0#.w|test\sp_farm";"0#.w|test\sp_farm";"";"";"Direct";"Web Application Policy";"Full Control";"False";"False";"True";"False";"False";""
"009d5b31-7fb0-45c0-81f1-5dbfded49797";"SiteCollection";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"/";"My Site Host";"";;"";"False";"False";"True";"";"User";"i:0#.w|test\lab.m.radziszewski";"lab.m.radziszewski";"lab.m.radziszewski@test.pl";"";"Direct";"Site Collection Administrator";"Site Collection Administrator";"False";"True";"False";"False";"False";""
"cfc6130a-5be3-46fc-ac6a-bed9b52070ea";"Web";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"/";"My Site Host";"";;"";"False";"False";"True";"https://osobiste.test.pl";"User";"c:0(.s|true";"Everyone";"";"";"Direct";"Everyone";"Read";"False";"False";"False";"False";"False";""
"cfc6130a-5be3-46fc-ac6a-bed9b52070ea";"Web";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"/";"My Site Host";"";;"";"False";"False";"True";"https://osobiste.test.pl";"SharePointGroup";"My Site Host Owners";"My Site Host Owners";"";"";"Direct";"My Site Host Owners";"Full Control";"False";"False";"False";"False";"False";""
"cfc6130a-5be3-46fc-ac6a-bed9b52070ea";"Web";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"/";"My Site Host";"";;"";"False";"False";"True";"https://osobiste.test.pl";"User";"i:0#.w|test\lab.m.radziszewski";"lab.m.radziszewski";"lab.m.radziszewski@test.pl";"";"ViaSharePointGroup";"My Site Host Owners";"Full Control";"False";"False";"False";"False";"False";"My Site Host Owners"
"cfc6130a-5be3-46fc-ac6a-bed9b52070ea";"Web";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"https://osobiste.test.pl";"/";"My Site Host";"";;"";"False";"False";"True";"https://osobiste.test.pl";"SharePointGroup";"My Site Host Visitors";"My Site Host Visitors";"";"";"Direct";"My Site Host Visitors";"Read";"False";"False";"False";"False";"False";""
